# r[mm] I[µW]
10,1.0
9,1.2
8,1.5
7,2.0
6,3.1
5,7.4
4,20
3,43
2,86
1,119
0,132
-1,116
-2,77
-3,37
-4,20
-5,8.6
-6,3.9
-7,1.5
-8,1.2
-9,1.1
-10,0.9
